variant,device,n_runs,lat_exit1_ms_mean,lat_exit2_ms_mean,lat_exit3_ms_mean,compute_saving_pct_mean
V0,cpu,5,0.4550027356947872,4.058876547335431,7.662766000721604,49.1496170670356
V0,cuda,2,0.040108471672393,0.3577897938832296,0.6754724949132651,49.1496170670356
V0_10s,cpu,1,4.118616030348416,37.03452837018372,69.95045499643311,
V0_1s,cpu,1,0.3656503663337451,3.2618038970037992,6.157969997730106,
V0_20s,cpu,1,7.779937575581253,69.98823953556311,132.19655499560758,
V0_30s,cpu,1,11.144921019430642,100.2744890588545,189.4040699931793,
