run_id,variant,tau,temp_e1,temp_e2,temp_e3,policy_test_acc,exit_e1,exit_e2,exit_e3,expected_mflops,full_mflops,compute_saving_pct,ece_policy,n_mels,frames,num_classes
20251208_175617,v0,0.92,0.6713700890541077,0.5768797397613525,0.5,0.972972972972973,0.4684684684684684,0.3393393393393393,0.1921921921921922,12.533495159159155,31.353088,60.0246866938301,0.0189861273980355,64,101,2
20251113_142831,v0,0.95,0.686764121055603,0.6418662667274475,0.5,0.9669669669669668,0.4264264264264264,0.1921921921921922,0.3813813813813814,15.94316530930931,31.353088,49.1496170670356,0.0236302966828102,64,101,2
