segment_sec,n_runs,policy_acc_mean,avg_exit_depth_mean,compute_saving_pct_mean,lat_exit1_ms_mean,lat_exit2_ms_mean,lat_exit3_ms_mean,pipeline_minutes_mean
1,1,0.972972972972973,1.8948948948948945,51.9743120926647,0.3656503663337451,3.2618038970037992,6.157969997730106,14.27
10,1,0.996996996996997,2.7837837837837838,10.168904299039106,4.118616030348416,37.03452837018372,69.95045499643311,14.32
20,2,0.993993993993994,2.4654654654654657,25.139736627370645,7.779937575581253,69.98823953556311,132.19655499560758,15.89
30,2,1.0,2.5675675675675675,20.337764462591977,11.144921019430642,100.2744890588545,189.4040699931793,12.9
