variant,run_id,device,batch_size,lat_exit1_ms,lat_exit2_ms,lat_exit3_ms,exit1_flops,exit2_flops,exit3_flops,expected_mflops,full_mflops,compute_saving_pct
V0,20251113_142831,cuda,16,0.04200486921471116,0.37470671087096147,0.7074099965393543,1861696.0,16607360.0,31353088.0,15.94316530930931,31.353088,49.1496170670356
V0,20251113_142831,cuda,16,0.038212074130074915,0.34087287689549794,0.6435349932871759,1861696.0,16607360.0,31353088.0,15.94316530930931,31.353088,49.1496170670356
V0,20251113_142831,cpu,16,0.5827134289373379,5.19812670339131,9.813560009934008,1861696.0,16607360.0,31353088.0,15.94316530930931,31.353088,49.1496170670356
V0,20251113_142831,cpu,16,0.6097585058130884,5.439383776459772,10.269030008930713,1861696.0,16607360.0,31353088.0,15.94316530930931,31.353088,49.1496170670356
V0,20251113_142831,cpu,16,0.33895769979682083,3.023690519449862,5.708434991538525,1861696.0,16607360.0,31353088.0,15.94316530930931,31.353088,49.1496170670356
V0,20251113_142831,cpu,16,0.3887147158062262,3.467550675669759,6.546399998478591,1861696.0,16607360.0,31353088.0,15.94316530930931,31.353088,49.1496170670356
V0,20251208_175617,cpu,16,0.354869328120463,3.165631061706451,5.976404994726181,1861696.0,16607360.0,31353088.0,,,
