timestamp,variant,segment_sec,hop_sec,device,cache_dir,runs_root,run_id,total_seconds,total_minutes
2025-12-09T17:47:48.3850666+00:00,V0_1s,1,0.5,cpu,data_cache_1s,runs,20251209_173358,855.98,14.27
2025-12-09T18:23:13.5384508+00:00,V0_10s,10,0.5,cpu,data_cache_10s,runs,20251209_180952,859.32,14.32
2025-12-09T18:49:47.6079527+00:00,V0_20s,20,0.5,cpu,data_cache_20s,runs,20251209_183501,953.5,15.89
2025-12-09T18:49:47.6079527+00:00,V0_20s,20,0.5,cpu,data_cache_20s,runs,20251209_183501,953.5,15.89
2025-12-09T19:04:07.9876806+00:00,V0_30s,30,0.5,cpu,data_cache_30s,runs,20251209_185143,774.16,12.9
2025-12-09T19:04:07.9876806+00:00,V0_30s,30,0.5,cpu,data_cache_30s,runs,20251209_185143,774.16,12.9
